entryId,term,scope,beforeIssue,changedStages,conceptSpecificProcess,recognitionDelta,primaryBoundary,transferTestId,sourceStatus,editorialReviewStatus,remainingGap
tal02-backward-re-contextualisation-link,Backward Re-contextualisation Link,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：前のNodeと初期解釈を特定 → 後で得る情報を別Nodeとして記録 → 後から前へ向かう意味更新の参照を張る → 更新前後の解釈差と視聴条件を添える。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「後の場面や開示が、前のNodeの意味を変える関係を記録する有向リンク。」。到達点では「後続情報が先行Nodeの読みをどう変えたかを、有向の参照として残す記法。回想の順序や現実の因果とは混同しない。」として、認識更新は共通でも、初見と再視聴の条件を区別して記録する。という誤用を区別できる。,認識更新は共通でも、初見と再視聴の条件を区別して記録する。,tal02-backward-re-contextualisation-link-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-coordinate-calibration,Coordinate Calibration,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：軸の意味と参照対象を決める → 同じNodeを比較条件の下で置く → 分析者や作品群の違いで位置がずれる理由を調べる → 基準変更を記録して位置を調整する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「位置を絶対値とせず、作品・各話・分析者の比較条件をそろえる方法。」。到達点では「同じ軸・参照範囲で位置を比較できるようにする手続き。位置の不一致を自動的に誤りとせず、基準のずれと解釈差を分ける。」として、軸位置を評価点へ変換しており、校正ではない。という誤用を区別できる。,軸位置を評価点へ変換しており、校正ではない。,tal02-coordinate-calibration-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-series-boundary-crossing,Series Boundary Crossing,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：境界前後の媒体・話数範囲を指定 → 継続するNodeと新たな文脈を識別 → 関係や機能の維持・変化を追う → 境界を越える根拠を全体構成へ結ぶ。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「Nodeや構造が各話・Season・Series・Film・Franchiseの境界を越える場合を扱う。」。到達点では「分析対象がシリーズや媒体の境界を越えるとき、継承された関係と再編された働きを記録する方法。個々の回の品質を全体へ外挿しない。」として、Episode QualityとSeries Architectureを混同している。話間の接続の根拠が要る。という誤用を区別できる。,Episode QualityとSeries Architectureを混同している。話間の接続の根拠が要る。,tal02-series-boundary-crossing-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-sophistication,Sophistication,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：巧さ・複雑さ・強度への反応をいったん分ける → Core四層で実際に成立した働きを調べる → 要素の結合と時間的効果を説明 → 潜在力・観客成果・好みを別欄へ置いて判断する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「時間的な視聴覚構成が統合して認知・意味・娯楽経験へどう働くかを検討するFrameworkの評価対象。」。到達点では「実現した表現の組織化が知識・認知・共感情動・意味をどう成立させるかを、根拠と評価条件に照らして扱う対象。可能性の芽や人気だけで判定しない。」として、潜在力と実現度を混算している。作品内で実際に働いたCoreを別に確認する。という誤用を区別できる。,潜在力と実現度を混算している。作品内で実際に働いたCoreを別に確認する。,tal02-sophistication-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-class,Class,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：評価対象の適用範囲を確かめる → Index観察と評価根拠を集める → 使用するClass基準が取得済みかを確認 → 基準がなければ区分名と判定保留を分けて記録する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「根拠と基準を伴う作品評価の区分。提示仕様ではS / A / B / C / D-Class、Under Grade、Evaluation Outside / Not Applicableを区別する。」。到達点では「明示された基準の取得と適用範囲を前提に使う評価区分。正式閾値がない場合は名前の存在だけで値からClassを計算しない。」として、評価不能・適用外と低い達成度を混同している。という誤用を区別できる。,評価不能・適用外と低い達成度を混同している。,tal02-class-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-temporal-scale,Temporal Scale,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：観察が成立する最短の範囲を示す → SceneからEpisodeなどへ範囲を広げる → 新たに入る情報や関係を確認 → 同じ主張がどの範囲まで保たれるか限定する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「Shot、Scene、Sequence、Episode、Season、Multi-Season、Series、Franchiseのどの範囲を扱うかを表す。」。到達点では「ある分析主張がどの時間範囲で成り立つかを指定する条件。範囲を広げる際は追加根拠を必要とし、各話から全体へ自動外挿しない。」として、継続期間と意味・経験の耐久性を混同している。という誤用を区別できる。,継続期間と意味・経験の耐久性を混同している。,tal02-temporal-scale-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-audio-visual-modality,Audio / Visual Modality,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：同じ出来事について音から得る情報と映像から得る情報を分ける → 一致・補完・矛盾する箇所を探す → 受け手がどの経路で意味を得るかを確認 → 共存と関係生成を区別する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「Audio、Visual、Audio × Visualの働きを分けて扱う分析区分。」。到達点では「音・映像それぞれの情報とその関係を、受け手の意味抽出と分けて記述する区分。両方あることを統合済みと読まない。」として、共存だけでは統合を示せない。関係から何が理解されるかが必要。という誤用を区別できる。,共存だけでは統合を示せない。関係から何が理解されるかが必要。,tal02-audio-visual-modality-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-preservation,Preservation,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：理由をまだ言えない顕著な観察を、その時点の言葉で記録 → 観察と解釈候補を別欄にする → 後で比較できる位置・時点を付ける → 新情報で更新し、未解決なら未解決のまま保持する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「曖昧だが顕著な観察を、早すぎる説明で閉じずに検討可能な形で残す方法。」。到達点では「説明を急がず、未確定の観察を再検討可能な証拠位置とともに残す方法。記録した印象を、そのまま確立概念や因果に昇格させない。」として、保存した事実と仮説の妥当性を混同している。という誤用を区別できる。,保存した事実と仮説の妥当性を混同している。,tal02-preservation-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-concept-identity,Concept Identity,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：その語を適用できる条件を挙げる → 似た事例と反例で境界を確認 → 別の場面でも条件が保たれるか検討 → 分析上の役割の変化を同一性から分ける。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「概念の適用条件・意味の境界に基づく同一性を扱う。」。到達点では「適用条件と境界の連続性から概念を同定する観点。名前が同じでも条件が変われば再検討し、機能が変わっただけで別概念にしない。」として、単語一致だけでは適用条件の一致を保証しない。という誤用を区別できる。,単語一致だけでは適用条件の一致を保証しない。,tal02-concept-identity-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-analytical-role,Analytical Role,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：説明したい問いを決める → 対象がその説明で要素・要因・機能のどれとして使われるか指定 → 役割の証拠を示す → 問いが変わったときの役割変更を許容する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「特定の作品・時点で概念を要素・要因・機能などとして使う位置づけ。」。到達点では「特定の分析目的のもとで対象へ割り当てる説明上の位置。概念の固定属性や正式採用状態とは分け、何の説明に使うかを明記する。」として、機能型の定義と作品ごとの割当を混同している。という誤用を区別できる。,機能型の定義と作品ごとの割当を混同している。,tal02-analytical-role-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-production-implication,Production Implication,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：分析で確認した働きを取り出す → どの構成選択と条件が関わるかを述べる → 別の制作条件で残る原理と失う要素を分ける → 検証前は条件付きの示唆として記録する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「根拠のある分析から、表現の選択・失敗条件・制作可能性を検討する出力。」。到達点では「観察から導いた設計上の選択・条件・危険を、未検証部分を明示して制作側へ返す出力。E10の評価や実装済みの知識還元システムを代用しない。」として、出力文の存在と抽象化・転用の潜在力評価は別である。という誤用を区別できる。,出力文の存在と抽象化・転用の潜在力評価は別である。,tal02-production-implication-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-activation-integration-path,Activation–Integration Path,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：Nodeが何を注意・認知へ立ち上げるかを特定 → 既存情報同士を結ぶ働きも調べる → 比較対象に照らして両者の傾きを記述 → 同時に働く場合は中間や時間的移動として残す。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「情報や認知の活性化と、要素間の統合のどちらへ働きが傾くかを示すPath軸。」。到達点では「活性化と統合のどちらへ傾くかを比較条件付きで示す位置軸。二択・優劣・機能の証明にせず、時間による移動を許容する。」として、位置と価値判断を混同している。必要性と寄与は別に示す。という誤用を区別できる。,位置と価値判断を混同している。必要性と寄与は別に示す。,tal02-activation-integration-path-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-epistemic-experiential-path,Epistemic–Experiential Path,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：得られる知識・区別を言語化 → 同時に形成される感覚・情動・時間経験を記述 → どちらが前景かを比較 → 両者が重なる場合と時点による変化を残す。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「知識・認識の形成と経験の形成のどちらへ働きが傾くかを示すPath軸。」。到達点では「知識・認識と経験のどちらを主に形成するかを示す相対的な位置軸。両者の重なりを認め、統計的独立性や品質点とみなさない。」として、知識量と観客の認識再構成を混同しており、Outcomeは未確定。という誤用を区別できる。,知識量と観客の認識再構成を混同しており、Outcomeは未確定。,tal02-epistemic-experiential-path-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
tal02-modality-ablation-test,Modality Ablation Test,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：元の音映像条件を保持 → 音のみ・映像のみ等の比較条件を設定 → 各条件で失われた理解を記録 → 記憶・字幕・提示順の混入を点検する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「音のみ・映像のみなど、モダリティを意図的に除去して意味の残存を検討する候補手法。」。到達点では「情報経路を制限した比較から各経路の寄与と相互依存を探る方法候補。削除の副作用や記憶を点検し、差を直ちに因果・得点へ換算しない。」として、直前の記憶が補っている可能性があり、映像単独で十分とは確定できない。という誤用を区別できる。,直前の記憶が補っている可能性があり、映像単独で十分とは確定できない。,tal02-modality-ablation-test-transfer,"{""explanation"": ""Operational Proposal / Research Hypothesis"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; hypothesis not confirmed
tal02-audio-propositional-completeness,Audio Propositional Completeness,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：音だけで明示できる出来事・関係を列挙 → 映像なしでは定まらない命題を探す → 命題の不足と経験の不足を分ける → 範囲付きの充足判断を記録する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「音響だけでどの命題的内容が成立するかを検討する候補。」。到達点では「指定された出来事や関係を音だけから再構成できるかを検討する観点。経験・情動・視覚的な意味の完結まで主張しない。」として、命題理解と視覚的な意味・経験の寄与を混同している。という誤用を区別できる。,命題理解と視覚的な意味・経験の寄与を混同している。,tal02-audio-propositional-completeness-transfer,"{""explanation"": ""Operational Proposal / Research Hypothesis"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; hypothesis not confirmed
tal02-asymmetric-audiovisual-integration,Asymmetric Audiovisual Integration,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：音と映像が運ぶ情報を分ける → 片方が他方の読みを成立させる箇所を特定 → 逆方向でも同じ依存があるか調べる → 非対称な依存を共存と区別する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「音響と映像が異なる重み・役割で統合に寄与するという候補概念。」。到達点では「音と映像の結合で、双方の寄与や依存が同じではない関係を記述する候補。音が長い・映像が派手という量だけでは判断しない。」として、強さの差だけでは統合上の依存関係を示せない。という誤用を区別できる。,強さの差だけでは統合上の依存関係を示せない。,tal02-asymmetric-audiovisual-integration-transfer,"{""explanation"": ""Operational Proposal / Research Hypothesis"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; hypothesis not confirmed
tal02-cross-modal-semantic-convergence,Cross-Modal Semantic Convergence,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：各モダリティが示す意味候補を別々に挙げる → 共通する読みを探す → 矛盾・余剰も残す → 一致が反復なのか相互の絞り込みなのか比較する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「異なるモダリティから抽出される意味が共通の読みへ近づく関係を検討する候補。」。到達点では「異なる感覚経路の手がかりが特定の意味方向へ集まる関係。すべての差を消す一致ではなく、残る不一致を含めて説明する。」として、不一致が別の意味を作る場合があり、非収束を失敗と決められない。という誤用を区別できる。,不一致が別の意味を作る場合があり、非収束を失敗と決められない。,tal02-cross-modal-semantic-convergence-transfer,"{""explanation"": ""Operational Proposal / Research Hypothesis"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; hypothesis not confirmed
tal02-transformative-cognitive-consequence,Transformative Cognitive Consequence,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：鑑賞直後の反応と後に残る区別を分ける → 何の認識・読み方が変わったという仮説か指定 → ACC・CR・AAEのどの候補経路で説明するか検討 → 他の経路や反例を残す。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「作品経験後に認識の枠組みが変化する帰結を検討するTCC候補。」。到達点では「作品経験が観客・Audiovisual Language・制作可能性にもたらす持続的差分を検討する研究候補。認識上の帰結と候補経路を分け、観客向けの正式CTIや実証済み効果へ自動的に縮約・昇格させない。」として、候補経路を未規定の計算式へ変えている。詳しい説明も正式採用の根拠にはならない。という誤用を区別できる。,候補経路を未規定の計算式へ変えている。詳しい説明も正式採用の根拠にはならない。,tal02-transformative-cognitive-consequence-transfer,"{""explanation"": ""Operational Proposal / Research Hypothesis"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; hypothesis not confirmed
tal02-audience-cognitive-cultivation,Audience Cognitive Cultivation,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：受け手が最初に使える区別を記録 → 経験を通じて増える読み方・注意の向け方を特定 → 別場面で使えるか確かめる → 一時的な情報取得と持続する育成を分ける。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「継続的な作品経験が認知の働きを育てる可能性を検討するACC候補。」。到達点では「受け手の認知的な読み方が経験を通して育つという仮説を扱う候補経路。情報量で代用せず、別場面での使用と継続の証拠を求める。」として、提示と利用可能な能力の獲得を混同している。という誤用を区別できる。,提示と利用可能な能力の獲得を混同している。,tal02-audience-cognitive-cultivation-transfer,"{""explanation"": ""Operational Proposal / Research Hypothesis"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; hypothesis not confirmed
tal02-cognitive-recalibration,Cognitive Recalibration,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：受け手の判断基準や重みづけを特定 → 新しい経験がどの基準を揺らしたか記録 → 同じ対象への判断がどう変わるか比較 → 正しさの向上と単なる基準変更を分ける。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「既存の判断枠や見積もりを調整するCR候補。」。到達点では「認識の基準・重みづけが調整されるという仮説を扱う候補。前後の判断条件を示し、調整したことだけで改善や正解とみなさない。」として、数値の変化だけでは判断基準が変わったか不明。という誤用を区別できる。,数値の変化だけでは判断基準が変わったか不明。,tal02-cognitive-recalibration-transfer,"{""explanation"": ""Operational Proposal / Research Hypothesis"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; hypothesis not confirmed
tal02-audiovisual-affordance-expansion,Audiovisual Affordance Expansion,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：従来の音映像の読みで難しかった関係を挙げる → 新しい構成が開く操作・知覚を説明 → 受け手と場面の条件を明記 → 潜在的な開放と利用された事実を分ける。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「視聴覚的構成が認知・解釈の可能性を開くAAE候補。」。到達点では「音映像によって可能になる読みの範囲が広がるという候補経路。E9へ自動改名せず、誰に何が可能になるかと実際の利用を別々に述べる。」として、関連性から採用状態とCore算入を移している。AAEは候補、E9もCore外。という誤用を区別できる。,関連性から採用状態とCore算入を移している。AAEは候補、E9もCore外。,tal02-audiovisual-affordance-expansion-transfer,"{""explanation"": ""Operational Proposal / Research Hypothesis"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; hypothesis not confirmed
tal02-temporal-sustainability-architecture,Temporal Sustainability Architecture,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：短期の効果を記録 → 時間や再接触で維持・変化する関係を追う → 持続を支える反復・未解決性・構成を仮説化 → 単に長い作品や人気が続くことと区別する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「意味・認知上の働きが長い時間範囲で保たれる構成を検討する候補。」。到達点では「時間を隔てても意味・経験の働きが続く仕組みを検討する構成仮説。継続期間や視聴回数を構成の証拠へ置き換えない。」として、放送期間と意味の持続を混同している。という誤用を区別できる。,放送期間と意味の持続を混同している。,tal02-temporal-sustainability-architecture-transfer,"{""explanation"": ""Operational Proposal / Research Hypothesis"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; hypothesis not confirmed
tal02-temporal-node-hysteresis,Temporal Node Hysteresis,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：Nodeの過去の状態を記録 → 同じ現在情報でも履歴が違えば読みが違うか比較 → 残存する影響を特定 → 単なる時間差や記憶量の差と区別する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「Nodeの現在の意味が、そこへ至る認識履歴に依存するという候補。」。到達点では「過去の経験経路が現在のNodeの読みへ残るという候補。現在情報の同一性と履歴差を示し、差があるだけで不可逆性を主張しない。」として、現在の入力差を除いておらず、履歴依存かは判断できない。という誤用を区別できる。,現在の入力差を除いておらず、履歴依存かは判断できない。,tal02-temporal-node-hysteresis-transfer,"{""explanation"": ""Operational Proposal / Research Hypothesis"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; hypothesis not confirmed
tal02-temporal-integration-burst,Temporal Integration Burst,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：断片が未接続な期間を特定 → ある時点で結ばれる関係を列挙 → その前後の理解差を比較 → 驚きの強さと関係形成の集中を分ける。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「蓄積した情報がある時点で集中的に結びつくという候補。」。到達点では「分散していた情報関係が特定の時点に集中して結ばれる候補パターン。衝撃ではなく何と何が結びついたかを示す。」として、驚きと関係理解の成立を混同している。という誤用を区別できる。,驚きと関係理解の成立を混同している。,tal02-temporal-integration-burst-transfer,"{""explanation"": ""Operational Proposal / Research Hypothesis"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; hypothesis not confirmed
tal02-semantic-openness,Semantic Openness,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：成立する読みを複数挙げる → 各読みを支える手がかりと否定する条件を示す → 共通する制約を探す → 説明不足による不明と根拠のある開放性を分ける。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「複数の根拠ある解釈の可能性を残す構成を検討する候補。」。到達点では「手がかりに拘束されつつ複数の意味が残る状態を検討する観点。判定不能を美点へ変えず、各解釈の成立条件を残す。」として、証拠不足と複数の支持された読みを混同している。という誤用を区別できる。,証拠不足と複数の支持された読みを混同している。,tal02-semantic-openness-transfer,"{""explanation"": ""Operational Proposal / Research Hypothesis"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; hypothesis not confirmed
tal02-fantastic-residual,Fantastic Residual,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：出来事への合理的説明を列挙 → 説明で回収される部分を区別 → 回収後も異様さや意味として残る部分を特定 → 単なる説明漏れか意図を断定せず検討する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「説明や分析の後にも残る幻想的な認識を検討する候補。」。到達点では「合理的説明の後にも経験や意味として残る不確定な余剰。説明不備との可能性を併記し、超自然の存在へ飛躍しない。」として、合理化の範囲を確認しておらず、単なる情報不足かもしれない。という誤用を区別できる。,合理化の範囲を確認しておらず、単なる情報不足かもしれない。,tal02-fantastic-residual-transfer,"{""explanation"": ""Operational Proposal / Research Hypothesis"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; hypothesis not confirmed
tal02-cross-media-affordance,Cross-Media Affordance,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：媒体ごとの表現・受容条件を列挙 → 同じ課題で何が可能・困難か比較 → 他媒体で保てる関係と変わる関係を分ける → 単純な優劣ではなく条件付きの可能性を示す。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「媒体間で何が知覚・認知・解釈可能になるかの差を検討する候補。」。到達点では「媒体が違うと受け手に開かれる行為・認知可能性がどう変わるかを比較する観点。移植できる見た目と移植できる働きを分ける。」として、媒体・受容条件の差を無視している。という誤用を区別できる。,媒体・受容条件の差を無視している。,tal02-cross-media-affordance-transfer,"{""explanation"": ""Operational Proposal / Research Hypothesis"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; hypothesis not confirmed
tal02-setting-as-generative-system,Setting as Generative System,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：設定の規則を取り出す → 規則から可能な行動と葛藤を導く → 複数の展開で同じ生成条件が働くか確かめる → 設定の装飾的な量と区別する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「規則・制約・アフォーダンス・資源・行為者の能力が、行動・人物関係・物語を生成し得るという候補モデル。」。到達点では「世界の規則が行動・葛藤・展開を生む条件として働く場合の見方。設定説明の豊富さから生成力を推定しない。」として、情報量は規則による展開生成の証拠ではない。という誤用を区別できる。,情報量は規則による展開生成の証拠ではない。,tal02-setting-as-generative-system-transfer,"{""explanation"": ""Operational Proposal / Research Hypothesis"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; hypothesis not confirmed
tal02-world-building-density,World-Building Density,Priority 44 completion,共通③と①=⑤を解消し、概念固有の入力・対比・認識到達・未見事例を作成。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：対象範囲の世界情報を拾う → 新しい関係・規則と単なる反復を分ける → 受け手が利用できる形か調べる → 密度と理解・統合・品質を別記する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「世界の情報・規則・関係の密度と作動を検討する候補。」。到達点では「限られた範囲にどの程度の世界の区別・関係が詰まるかを記述する観点。多さをそのまま高度化へ変換しない。」として、名称の量と物語関係の組織化を混同している。という誤用を区別できる。,名称の量と物語関係の組織化を混同している。,tal02-world-building-density-transfer,"{""explanation"": ""Operational Proposal / Research Hypothesis"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed; hypothesis not confirmed
